amazing : amazingly = apparent : apparently -> ['apparent', 'amazingly', 'extremly', 'alarmingly', 'evident']
professional : professionally = typical : typically -> ['typical', 'professionally', 'prevalently', 'lushly', 'colourfully']
professional : professionally = unfortunate : unfortunately -> ['unfortunate', 'unlucky', 'embarrassing', 'professionally', 'fortunate']
professional : professionally = usual : usually -> ['usual', 'professionally', 'extensively', 'precisely', 'same']
professional : professionally = amazing : amazingly -> ['amazing', 'professionally', 'incredible', 'awesome', 'astonishing']
professional : professionally = apparent : apparently -> ['apparent', 'obvious', 'evident', 'professionally', 'apparant']
professional : professionally = calm : calmly -> ['calm', 'professionally', 'patiently', 'admirably', 'cool']
professional : professionally = cheerful : cheerfully -> ['cheerful', 'cheery', 'sweetly', 'professionally', 'talkative']
professional : professionally = complete : completely -> ['complete', 'professionally', 'properly', 'copiously', 'competently']
professional : professionally = efficient : efficiently -> ['efficient', 'professionally', 'efficiently', 'cost-effective', 'cost-efficient']
professional : professionally = fortunate : fortunately -> ['fortunate', 'professionally', 'lucky', 'unlucky', 'gratified']
professional : professionally = free : freely -> ['free', 'professionally', 'freely', 'separately', 'pseudonymously']
professional : professionally = furious : furiously -> ['furious', 'professionally', 'furiously', 'distraught', 'hysterically']
professional : professionally = happy : happily -> ['happy', 'professionally', 'tenderly', 'glad', 'happier']
professional : professionally = immediate : immediately -> ['immediate', 'professionally', 'precisely', 'again', 'entirety']
professional : professionally = infrequent : infrequently -> ['infrequent', 'infrequently', 'professionally', 'sporadically', 'intermittently']
professional : professionally = lucky : luckily -> ['lucky', 'professionally', 'unlucky', 'fortunate', 'millinder']
professional : professionally = most : mostly -> ['most', 'professionally', 'second-most', 'third-most', 'fourth-most']
professional : professionally = obvious : obviously -> ['obvious', 'professionally', 'apposite', 'undisputable', 'inappropiate']
professional : professionally = occasional : occasionally -> ['occasional', 'professionally', 'sporadically', 'intermittently', 'occasionally']
professional : professionally = possible : possibly -> ['possible', 'professionally', 'feasible', 'practicable', 'preferable']
professional : professionally = precise : precisely -> ['precise', 'professionally', 'precisely', 'exact', 'crisply']
quick : quickly = quiet : quietly -> ['quickly', 'gradually', 'quiet', 'rapidly', 'slowly']
quick : quickly = rapid : rapidly -> ['rapidly', 'quickly', 'slowly', 'gradually', 'swiftly']
quick : quickly = rare : rarely -> ['rare', 'quickly', 'rapidly', 'eventually', 'soon']
quick : quickly = reluctant : reluctantly -> ['reluctant', 'quickly', 'reluctantly', 'swiftly', 'soon']
quick : quickly = safe : safely -> ['safe', 'quickly', 'soon', 'swiftly', 'gradually']
quick : quickly = serious : seriously -> ['serious', 'quickly', 'rapidly', 'soon', 'gradually']
quick : quickly = slow : slowly -> ['quickly', 'rapidly', 'slowly', 'swiftly', 'gradually']
quick : quickly = sudden : suddenly -> ['quickly', 'rapidly', 'gradually', 'swiftly', 'soon']
quick : quickly = swift : swiftly -> ['quickly', 'swiftly', 'swift', 'rapidly', 'soon']
quick : quickly = typical : typically -> ['typical', 'quickly', 'gradually', 'rapidly', 'slowly']
quick : quickly = unfortunate : unfortunately -> ['unfortunate', 'quickly', 'soon', 'eventually', 'gradually']
quick : quickly = usual : usually -> ['usual', 'quickly', 'gradually', 'soon', 'rapidly']
quick : quickly = amazing : amazingly -> ['amazing', 'quickly', 'incredible', 'soon', 'eventually']
quick : quickly = apparent : apparently -> ['apparent', 'quickly', 'gradually', 'rapidly', 'evident']
quick : quickly = calm : calmly -> ['calm', 'quickly', 'gradually', 'swiftly', 'rapidly']
quick : quickly = cheerful : cheerfully -> ['cheerful', 'quickly', 'gradually', 'extroverted', 'talkative']
quick : quickly = complete : completely -> ['complete', 'quickly', 'gradually', 'eventually', 'swiftly']
quick : quickly = efficient : efficiently -> ['quickly', 'efficient', 'efficiently', 'rapidly', 'swiftly']
quick : quickly = fortunate : fortunately -> ['fortunate', 'quickly', 'rapidly', 'soon', 'swiftly']
quick : quickly = free : freely -> ['free', 'quickly', 'soon', 'rapidly', 'gradually']
quick : quickly = furious : furiously -> ['furious', 'quickly', 'enraged', 'swiftly', 'infuriated']
quick : quickly = happy : happily -> ['happy', 'quickly', 'soon', 'eventually', 'swiftly']
quick : quickly = immediate : immediately -> ['immediate', 'quickly', 'immediately', 'soon', 'rapidly']
quick : quickly = infrequent : infrequently -> ['infrequent', 'quickly', 'rapidly', 'gradually', 'soon']
quick : quickly = lucky : luckily -> ['lucky', 'quickly', 'soon', 'eventually', 'rapidly']
quick : quickly = most : mostly -> ['most', 'quickly', 'third-most', 'second-most', 'gradually']
quick : quickly = obvious : obviously -> ['obvious', 'quickly', 'gradually', 'evident', 'soon']
quick : quickly = occasional : occasionally -> ['occasional', 'quickly', 'gradually', 'occasionally', 'subsequently']
quick : quickly = possible : possibly -> ['possible', 'quickly', 'soon', 'rapidly', 'gradually']
quick : quickly = precise : precisely -> ['quickly', 'precise', 'rapidly', 'gradually', 'slowly']
quick : quickly = professional : professionally -> ['professional', 'quickly', 'gradually', 'soon', 'eventually']
quiet : quietly = rapid : rapidly -> ['rapid', 'quietly', 'rapidly', 'quickly', 'swiftly']
quiet : quietly = rare : rarely -> ['rare', 'quietly', 'rarer', 'counterfeited', 'rarely']
quiet : quietly = reluctant : reluctantly -> ['reluctant', 'hesitant', 'quietly', 'unwilling', 'reluctantly']
quiet : quietly = safe : safely -> ['safe', 'quietly', 'safely', 'hurriedly', 'discreetly']
quiet : quietly = serious : seriously -> ['serious', 'quietly', 'severe', 'maturely', 'coolly']
quiet : quietly = slow : slowly -> ['quietly', 'slow', 'slowly', 'swiftly', 'silently']
quiet : quietly = sudden : suddenly -> ['sudden', 'quietly', 'abruptly', 'silently', 'suddenly']
quiet : quietly = swift : swiftly -> ['swift', 'quietly', 'swiftly', 'promptly', 'momsen']
quiet : quietly = typical : typically -> ['typical', 'quietly', 'routinely', 'usual', 'typically']
quiet : quietly = unfortunate : unfortunately -> ['unfortunate', 'quietly', 'callously', 'promptly', 'unintentionally']
quiet : quietly = usual : usually -> ['usual', 'quietly', 'routinely', 'silently', 'blindly']
quiet : quietly = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'quietly', 'astounding']
quiet : quietly = apparent : apparently -> ['apparent', 'obvious', 'quietly', 'evident', 'apparant']
quiet : quietly = calm : calmly -> ['quietly', 'calm', 'silently', 'calmly', 'courteously']
quiet : quietly = cheerful : cheerfully -> ['quietly', 'cheerful', 'joyfully', 'cheerfully', 'joyously']
quiet : quietly = complete : completely -> ['complete', 'quietly', 'conscientiously', 'promptly', 'methodically']
quiet : quietly = efficient : efficiently -> ['efficient', 'quietly', 'efficiently', 'cost-effectively', 'expensively']
quiet : quietly = fortunate : fortunately -> ['fortunate', 'quietly', 'willingly', 'forcefully', 'gratified']
quiet : quietly = free : freely -> ['free', 'quietly', 'freely', 'voluntarily', 'willingly']
quiet : quietly = furious : furiously -> ['furious', 'quietly', 'furiously', 'angrily', 'enraged']
quiet : quietly = happy : happily -> ['happy', 'quietly', 'happily', 'joyfully', 'joyously']
quiet : quietly = immediate : immediately -> ['immediate', 'quietly', 'immediately', 'promptly', 'instantly']
quiet : quietly = infrequent : infrequently -> ['infrequent', 'quietly', 'infrequently', 'frequently', 'occasional']
quiet : quietly = lucky : luckily -> ['lucky', 'quietly', 'callously', 'promptly', 'unceremoniously']
quiet : quietly = most : mostly -> ['most', 'quietly', 'second-most', 'third-most', 'all']
quiet : quietly = obvious : obviously -> ['obvious', 'apparent', 'quietly', 'promptly', 'blatently']
quiet : quietly = occasional : occasionally -> ['occasional', 'quietly', 'occasionally', 'silently', 'regularly']
quiet : quietly = possible : possibly -> ['possible', 'expeditiously', 'quietly', 'proactively', 'incrementally']
quiet : quietly = precise : precisely -> ['precise', 'quietly', 'flexibly', 'intelligently', 'accurately']
quiet : quietly = professional : professionally -> ['professional', 'quietly', 'voluntarily', 'semi-professional', 'promptly']
quiet : quietly = quick : quickly -> ['quick', 'quietly', 'quickly', 'promptly', 'swiftly']
rapid : rapidly = rare : rarely -> ['rare', 'rapidly', 'scarce', 'rarer', 'quickly']
rapid : rapidly = reluctant : reluctantly -> ['reluctant', 'hesitant', 'rapidly', 'quickly', 'loath']
rapid : rapidly = safe : safely -> ['safe', 'rapidly', 'quickly', 'safer', 'slowly']
rapid : rapidly = serious : seriously -> ['serious', 'rapidly', 'quickly', 'slowly', 'gradually']
rapid : rapidly = slow : slowly -> ['rapidly', 'slowly', 'quickly', 'slow', 'swiftly']
rapid : rapidly = sudden : suddenly -> ['rapidly', 'quickly', 'sudden', 'slowly', 'gradually']
rapid : rapidly = swift : swiftly -> ['rapidly', 'swift', 'swiftly', 'quickly', 'slowly']
rapid : rapidly = typical : typically -> ['typical', 'rapidly', 'gradually', 'steadily', 'slowly']
rapid : rapidly = unfortunate : unfortunately -> ['unfortunate', 'rapidly', 'quickly', 'embarassing', 'irksome']
rapid : rapidly = usual : usually -> ['usual', 'rapidly', 'steadily', 'gradually', 'quickly']
rapid : rapidly = amazing : amazingly -> ['amazing', 'incredible', 'rapidly', 'quickly', 'awesome']
rapid : rapidly = apparent : apparently -> ['apparent', 'rapidly', 'evident', 'quickly', 'gradually']
rapid : rapidly = calm : calmly -> ['calm', 'rapidly', 'slowly', 'quickly', 'gradually']
rapid : rapidly = cheerful : cheerfully -> ['cheerful', 'sullen', 'talkative', 'warm-hearted', 'self-assured']
rapid : rapidly = complete : completely -> ['complete', 'rapidly', 'quickly', 'gradually', 'slowly']
rapid : rapidly = efficient : efficiently -> ['efficient', 'rapidly', 'efficiently', 'quickly', 'slowly']
rapid : rapidly = fortunate : fortunately -> ['fortunate', 'rapidly', 'quickly', 'acclimated', 'gradually']
rapid : rapidly = free : freely -> ['free', 'rapidly', 'freely', 'quickly', 'gradually']
rapid : rapidly = furious : furiously -> ['furious', 'rapidly', 'quickly', 'despondent', 'swiftly']
rapid : rapidly = happy : happily -> ['happy', 'rapidly', 'quickly', 'happily', 'slowly']
rapid : rapidly = immediate : immediately -> ['immediate', 'rapidly', 'quickly', 'instantly', 'immediately']
rapid : rapidly = infrequent : infrequently -> ['infrequent', 'rapidly', 'slowly', 'steadily', 'quickly']
rapid : rapidly = lucky : luckily -> ['lucky', 'rapidly', 'quickly', 'fortunate', 'eventually']
rapid : rapidly = most : mostly -> ['most', 'rapidly', 'increasingly', 'third-most', 'second-most']
rapid : rapidly = obvious : obviously -> ['obvious', 'rapidly', 'quickly', 'evident', 'apparent']
rapid : rapidly = occasional : occasionally -> ['occasional', 'occasionally', 'rapidly', 'steadily', 'slowly']
rapid : rapidly = possible : possibly -> ['possible', 'rapidly', 'incrementally', 'quickly', 'neccesary']
rapid : rapidly = precise : precisely -> ['precise', 'rapidly', 'quickly', 'slowly', 'gradually']
rapid : rapidly = professional : professionally -> ['professional', 'rapidly', 'gradually', 'quickly', 'steadily']
rapid : rapidly = quick : quickly -> ['quickly', 'rapidly', 'swiftly', 'slowly', 'quick']
rapid : rapidly = quiet : quietly -> ['quiet', 'rapidly', 'slowly', 'gradually', 'quietly']
rare : rarely = reluctant : reluctantly -> ['reluctant', 'hesitant', 'rarely', 'unwilling', 'reluctantly']
rare : rarely = safe : safely -> ['safe', 'rarely', 'seldom', 'safer', 'cautiously']
rare : rarely = serious : seriously -> ['serious', 'rarely', 'seldom', 'scarcely', 'often']
rare : rarely = slow : slowly -> ['slow', 'rarely', 'seldom', 'slower', 'slowed']
rare : rarely = sudden : suddenly -> ['sudden', 'rarely', 'seldom', 'abrupt', 'unpredictably']
rare : rarely = swift : swiftly -> ['swift', 'rarely', 'seldom', 'occasionally', 'frequently']
rare : rarely = typical : typically -> ['typical', 'typically', 'rarely', 'seldom', 'often']
rare : rarely = unfortunate : unfortunately -> ['unfortunate', 'rarely', 'seldom', 'oftentimes', 'often']
rare : rarely = usual : usually -> ['usual', 'seldom', 'rarely', 'often', 'frequently']
rare : rarely = amazing : amazingly -> ['amazing', 'rarely', 'seldom', 'incredible', 'often']
rare : rarely = apparent : apparently -> ['apparent', 'rarely', 'seldom', 'evident', 'apparant']
rare : rarely = calm : calmly -> ['calm', 'rarely', 'seldom', 'courteously', 'unfailingly']
rare : rarely = cheerful : cheerfully -> ['cheerful', 'seldom', 'rarely', 'cheery', 'talkative']
rare : rarely = complete : completely -> ['complete', 'rarely', 'seldom', 'often', 'scarcely']
rare : rarely = efficient : efficiently -> ['efficient', 'rarely', 'seldom', 'optimally', 'cost-efficient']
rare : rarely = fortunate : fortunately -> ['fortunate', 'rarely', 'seldom', 'scarcely', 'never']
rare : rarely = free : freely -> ['free', 'rarely', 'seldom', 'freely', 'never']
rare : rarely = furious : furiously -> ['furious', 'rarely', 'seldom', 'furiously', 'angrily']
rare : rarely = happy : happily -> ['happy', 'rarely', 'seldom', 'happily', 'joyfully']
rare : rarely = immediate : immediately -> ['immediate', 'rarely', 'seldom', 'invariably', 'scarcely']
rare : rarely = infrequent : infrequently -> ['rarely', 'infrequent', 'seldom', 'infrequently', 'occasionally']
rare : rarely = lucky : luckily -> ['lucky', 'rarely', 'seldom', 'innocently', 'never']
rare : rarely = most : mostly -> ['most', 'seldom', 'rarely', 'third-most', 'second-most']
rare : rarely = obvious : obviously -> ['obvious', 'rarely', 'seldom', 'consistantly', 'plainly']
rare : rarely = occasional : occasionally -> ['occasional', 'occasionally', 'rarely', 'seldom', 'regularly']
rare : rarely = possible : possibly -> ['possible', 'rarely', 'seldom', 'sometimes', 'often']
rare : rarely = precise : precisely -> ['precise', 'rarely', 'seldom', 'concretely', 'sensibly']
rare : rarely = professional : professionally -> ['professional', 'rarely', 'seldom', 'semi-professional', 'regularly']
rare : rarely = quick : quickly -> ['quick', 'rarely', 'seldom', 'quicker', 'casually']
rare : rarely = quiet : quietly -> ['quiet', 'rarely', 'seldom', 'quietly', 'scarcely']
rare : rarely = rapid : rapidly -> ['rapid', 'rarely', 'seldom', 'frequently', 'often']
reluctant : reluctantly = safe : safely -> ['safe', 'reluctantly', 'safer', 'grudgingly', 'begrudgingly']
reluctant : reluctantly = serious : seriously -> ['serious', 'severe', 'niggling', 'grievous', 'reluctantly']
reluctant : reluctantly = slow : slowly -> ['slow', 'slows', 'slowed', 'fast', 'reluctantly']
reluctant : reluctantly = sudden : suddenly -> ['sudden', 'reluctantly', 'downpour', 'misadventure', 'abrupt']
reluctant : reluctantly = swift : swiftly -> ['swift', 'reluctantly', 'momsen', 'hackford', 'impulsively']
reluctant : reluctantly = typical : typically -> ['typical', 'typically', 'usual', 'standard', 'now-familiar']
reluctant : reluctantly = unfortunate : unfortunately -> ['unfortunate', 'reluctantly', 'befalls', 'rationalizes', 'regrettable']
reluctant : reluctantly = usual : usually -> ['usual', 'standard', 'reluctantly', 'now-familiar', 'same']
reluctant : reluctantly = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'awesome', 'extraordinary']
reluctant : reluctantly = apparent : apparently -> ['apparent', 'obvious', 'evident', 'rationalizes', 'insinuates']
reluctant : reluctantly = calm : calmly -> ['calm', 'calms', 'reluctantly', 'calmed', 'cool']
reluctant : reluctantly = cheerful : cheerfully -> ['cheerful', 'cheery', 'jovial', 'bubbly', 'carefree']
reluctant : reluctantly = complete : completely -> ['complete', 'reluctantly', 'near-complete', 'partial', 'full']
reluctant : reluctantly = efficient : efficiently -> ['efficient', 'environmentally-friendly', 'expeditious', 'cost-efficient', 'energy-efficient']
reluctant : reluctantly = fortunate : fortunately -> ['fortunate', 'reluctantly', 'willingly', 'graciously', 'nobly']
reluctant : reluctantly = free : freely -> ['free', 'reluctantly', 'freely', 'voluntarily', 'willingly']
reluctant : reluctantly = furious : furiously -> ['furious', 'reluctantly', 'tearfully', 'angrily', 'impulsively']
reluctant : reluctantly = happy : happily -> ['happy', 'reluctantly', 'happily', 'grudgingly', 'begrudgingly']
reluctant : reluctantly = immediate : immediately -> ['immediate', 'immediately', 'reluctantly', 'promptly', 'unconditional']
reluctant : reluctantly = infrequent : infrequently -> ['infrequent', 'infrequently', 'occasional', 'reluctantly', 'sporadic']
reluctant : reluctantly = lucky : luckily -> ['lucky', 'reluctantly', 'impulsively', 'begrudgingly', 'tearfully']
reluctant : reluctantly = most : mostly -> ['most', 'third-most', 'second-most', 'fourth-most', 'all']
reluctant : reluctantly = obvious : obviously -> ['obvious', 'apparent', 'clear', 'apparant', 'rationalizes']
reluctant : reluctantly = occasional : occasionally -> ['occasional', 'occasionally', 'reluctantly', 'infrequent', 'scrapes']
reluctant : reluctantly = possible : possibly -> ['possible', 'conceivable', 'feasible', 'footyn', 'rationalizes']
reluctant : reluctantly = precise : precisely -> ['precise', 'exact', 'reluctantly', 'repeatable', 'stereochemical']
reluctant : reluctantly = professional : professionally -> ['professional', 'reluctantly', 'semi-professional', 'proffesional', 'pro']
reluctant : reluctantly = quick : quickly -> ['quick', 'reluctantly', 'quickly', 'nonchalantly', 'impulsively']
reluctant : reluctantly = quiet : quietly -> ['quiet', 'reluctantly', 'calm', 'tranquil', 'seclusion']
reluctant : reluctantly = rapid : rapidly -> ['rapid', 'reluctantly', 'interborough', 'gradual', 'accelerates']
reluctant : reluctantly = rare : rarely -> ['rare', 'reluctantly', 'rarest', 'scarce', 'rarely']
safe : safely = serious : seriously -> ['serious', 'grievous', 'safely', 'severe', 'niggling']
safe : safely = slow : slowly -> ['slow', 'safely', 'slowed', 'slower', 'swiftly']
safe : safely = sudden : suddenly -> ['sudden', 'safely', 'surges', 'abrupt', 'hastens']
safe : safely = swift : swiftly -> ['swift', 'safely', 'swiftly', 'racoon', 'momsen']
safe : safely = typical : typically -> ['typical', 'safely', 'typically', 'large-size', 'similar-sized']
safe : safely = unfortunate : unfortunately -> ['unfortunate', 'safely', 'unforeseen', 'embarrassing', 'unlucky']
safe : safely = usual : usually -> ['usual', 'safely', 'aforementioned', 'expeditiously', 'adroitly']
safe : safely = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'safely', 'astounding']
safe : safely = apparent : apparently -> ['apparent', 'evident', 'safely', 'obvious', 'alarming']
safe : safely = calm : calmly -> ['calm', 'safely', 'quietly', 'calmly', 'meditate']
safe : safely = cheerful : cheerfully -> ['cheerful', 'safely', 'talkative', 'timid', 'cheery']
safe : safely = complete : completely -> ['complete', 'safely', 'satisfactorily', 'utter', 'comprehensively']
safe : safely = efficient : efficiently -> ['safely', 'efficiently', 'efficient', 'cost-effectively', 'flexibly']
safe : safely = fortunate : fortunately -> ['fortunate', 'safely', 'delighted', 'gratified', 'unlucky']
safe : safely = free : freely -> ['free', 'safely', 'freely', 'legitimately', 'voluntarily']
safe : safely = furious : furiously -> ['furious', 'safely', 'enraged', 'disgusted', 'infuriated']
safe : safely = happy : happily -> ['happy', 'safely', 'happily', 'delighted', 'thrilled']
safe : safely = immediate : immediately -> ['immediate', 'safely', 'immediately', 'promptly', 'expeditiously']
safe : safely = infrequent : infrequently -> ['infrequent', 'occasional', 'safely', 'infrequently', 'occasionally']
safe : safely = lucky : luckily -> ['lucky', 'safely', 'unlucky', 'swatted', 'callously']
safe : safely = most : mostly -> ['most', 'safely', 'third-most', 'second-most', 'fourth-most']
safe : safely = obvious : obviously -> ['obvious', 'apparent', 'safely', 'apparant', 'evident']
safe : safely = occasional : occasionally -> ['occasional', 'occasionally', 'safely', 'infrequent', 'occassional']
safe : safely = possible : possibly -> ['possible', 'safely', 'expeditiously', 'feasibly', 'plausibly']
safe : safely = precise : precisely -> ['precise', 'accurately', 'safely', 'exact', 'satisfactorily']
safe : safely = professional : professionally -> ['professional', 'safely', 'proffesional', 'junior-level', 'semi-professional']
safe : safely = quick : quickly -> ['quick', 'safely', 'effortlessly', 'swiftly', 'quickly']
safe : safely = quiet : quietly -> ['quiet', 'safely', 'quietly', 'calm', 'peacefully']
safe : safely = rapid : rapidly -> ['rapid', 'safely', 'rapidly', 'swiftly', 'decelerates']
safe : safely = rare : rarely -> ['rare', 'safely', 'rarer', 'uncommon', 'scarce']
safe : safely = reluctant : reluctantly -> ['reluctant', 'safely', 'hesitant', 'unwilling', 'refuses']
serious : seriously = slow : slowly -> ['slow', 'seriously', 'severely', 'slowed', 'fast']
serious : seriously = sudden : suddenly -> ['sudden', 'seriously', 'severely', 'gravely', 'violently']
serious : seriously = swift : swiftly -> ['swift', 'seriously', 'severely', 'strahan', 'stegall']
serious : seriously = typical : typically -> ['typical', 'seriously', 'severely', 'strongly', 'usual']
serious : seriously = unfortunate : unfortunately -> ['unfortunate', 'seriously', 'severely', 'gravely', 'grievously']
serious : seriously = usual : usually -> ['usual', 'seriously', 'severely', 'grossly', 'customary']
serious : seriously = amazing : amazingly -> ['amazing', 'seriously', 'incredible', 'awesome', 'astonishing']
serious : seriously = apparent : apparently -> ['apparent', 'seriously', 'evident', 'gravely', 'severely']
serious : seriously = calm : calmly -> ['calm', 'seriously', 'gravely', 'severely', 'calmed']
serious : seriously = cheerful : cheerfully -> ['cheerful', 'seriously', 'talkative', 'conceited', 'self-assured']
serious : seriously = complete : completely -> ['complete', 'seriously', 'incomplete', 'severely', 'completed']
serious : seriously = efficient : efficiently -> ['efficient', 'inefficient', 'seriously', 'aerodynamically', 'ineffective']
serious : seriously = fortunate : fortunately -> ['fortunate', 'seriously', 'severely', 'gravely', 'gratified']
serious : seriously = free : freely -> ['free', 'seriously', 'severely', 'freely', 'gravely']
serious : seriously = furious : furiously -> ['furious', 'seriously', 'infuriated', 'enraged', 'disgusted']
serious : seriously = happy : happily -> ['happy', 'seriously', 'pleased', 'delighted', 'gratified']
serious : seriously = immediate : immediately -> ['immediate', 'seriously', 'immediately', 'severely', 'gravely']
serious : seriously = infrequent : infrequently -> ['infrequent', 'seriously', 'infrequently', 'severely', 'gravely']
serious : seriously = lucky : luckily -> ['lucky', 'seriously', 'severely', 'unlucky', 'flattered']
serious : seriously = most : mostly -> ['most', 'second-most', 'third-most', 'seriously', 'fourth-most']
serious : seriously = obvious : obviously -> ['obvious', 'seriously', 'evident', 'apparent', 'egregiously']
serious : seriously = occasional : occasionally -> ['occasional', 'seriously', 'occasionally', 'severely', 'infrequent']
serious : seriously = possible : possibly -> ['possible', 'seriously', 'impractical', 'advisable', 'feasible']
serious : seriously = precise : precisely -> ['precise', 'seriously', 'imprecise', 'carefully', 'exact']
serious : seriously = professional : professionally -> ['professional', 'seriously', 'semi-professional', 'trampolining', 'umpiring']
serious : seriously = quick : quickly -> ['quick', 'seriously', 'severely', 'slow', 'fast']
serious : seriously = quiet : quietly -> ['quiet', 'seriously', 'calm', 'quietly', 'gravely']
serious : seriously = rapid : rapidly -> ['rapid', 'seriously', 'severely', 'interborough', 'rapidly']
serious : seriously = rare : rarely -> ['rare', 'seriously', 'severely', 'scarce', 'gravely']
serious : seriously = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unwilling', 'seriously', 'tempted']
serious : seriously = safe : safely -> ['safe', 'seriously', 'safely', 'unsafe', 'safer']
slow : slowly = sudden : suddenly -> ['slowly', 'sudden', 'gradually', 'rapidly', 'suddenly']
slow : slowly = swift : swiftly -> ['slowly', 'swift', 'rapidly', 'swiftly', 'gradually']
slow : slowly = typical : typically -> ['typical', 'slowly', 'gradually', 'traditional', 'usual']
slow : slowly = unfortunate : unfortunately -> ['unfortunate', 'slowly', 'gradually', 'rationalizes', 'unsurprising']
slow : slowly = usual : usually -> ['usual', 'slowly', 'gradually', 'steadily', 'progressively']
slow : slowly = amazing : amazingly -> ['amazing', 'slowly', 'incredible', 'awesome', 'gradually']
slow : slowly = apparent : apparently -> ['apparent', 'evident', 'slowly', 'gradually', 'obvious']
slow : slowly = calm : calmly -> ['calm', 'slowly', 'gradually', 'quietly', 'steadily']
slow : slowly = cheerful : cheerfully -> ['cheerful', 'slowly', 'personable', 'down-to-earth', 'talkative']
slow : slowly = complete : completely -> ['complete', 'slowly', 'gradually', 'fully', 'satisfactorily']
slow : slowly = efficient : efficiently -> ['efficient', 'slowly', 'environmentally-friendly', 'efficiently', 'cost-efficient']
slow : slowly = fortunate : fortunately -> ['fortunate', 'slowly', 'gradually', 'rapidly', 'quickly']
slow : slowly = free : freely -> ['free', 'slowly', 'gradually', 'freely', 'rapidly']
slow : slowly = furious : furiously -> ['furious', 'slowly', 'infuriated', 'enraged', 'despondent']
slow : slowly = happy : happily -> ['happy', 'slowly', 'happily', 'gradually', 'joyfully']
slow : slowly = immediate : immediately -> ['immediate', 'immediately', 'gradually', 'slowly', 'quickly']
slow : slowly = infrequent : infrequently -> ['infrequent', 'slowly', 'gradually', 'steadily', 'infrequently']
slow : slowly = lucky : luckily -> ['lucky', 'slowly', 'gradually', 'quickly', 'rapidly']
slow : slowly = most : mostly -> ['most', 'third-most', 'slowly', 'gradually', 'second-most']
slow : slowly = obvious : obviously -> ['obvious', 'slowly', 'gradually', 'evident', 'apparent']
slow : slowly = occasional : occasionally -> ['occasional', 'slowly', 'gradually', 'occasionally', 'periodically']
slow : slowly = possible : possibly -> ['possible', 'slowly', 'gradually', 'incrementally', 'feasible']
slow : slowly = precise : precisely -> ['precise', 'slowly', 'gradually', 'concretely', 'rapidly']
slow : slowly = professional : professionally -> ['professional', 'gradually', 'slowly', 'semi-professional', 'steadily']
slow : slowly = quick : quickly -> ['slowly', 'quickly', 'quick', 'gradually', 'rapidly']
slow : slowly = quiet : quietly -> ['quiet', 'slowly', 'gradually', 'quietly', 'rapidly']
slow : slowly = rapid : rapidly -> ['slowly', 'rapidly', 'rapid', 'gradually', 'steadily']
slow : slowly = rare : rarely -> ['rare', 'slowly', 'scarce', 'gradually', 'rarer']
slow : slowly = reluctant : reluctantly -> ['reluctant', 'slowly', 'reluctantly', 'hesitant', 'unwillingly']
slow : slowly = safe : safely -> ['safe', 'slowly', 'gradually', 'safer', 'passively']
slow : slowly = serious : seriously -> ['serious', 'slowly', 'gradually', 'rapidly', 'quickly']
sudden : suddenly = swift : swiftly -> ['suddenly', 'swift', 'mysteriously', 'stammers', 'inexplicably']
sudden : suddenly = typical : typically -> ['typical', 'suddenly', 'typically', 'mysteriously', 'normal-sized']
sudden : suddenly = unfortunate : unfortunately -> ['suddenly', 'unfortunate', 'inexplicably', 'mysteriously', 'sadly']
sudden : suddenly = usual : usually -> ['usual', 'suddenly', 'mysteriously', 'inexplicably', 'meanwhile']
sudden : suddenly = amazing : amazingly -> ['amazing', 'suddenly', 'awesome', 'incredible', 'astonishing']
sudden : suddenly = apparent : apparently -> ['suddenly', 'apparent', 'mysteriously', 'evident', 'inexplicably']
sudden : suddenly = calm : calmly -> ['calm', 'suddenly', 'disoriented', 'mysteriously', 'calms']
sudden : suddenly = cheerful : cheerfully -> ['cheerful', 'suddenly', 'kindhearted', 'talkative', 'fun-loving']
sudden : suddenly = complete : completely -> ['complete', 'suddenly', 'mysteriously', 'inexplicably', 'finally']
sudden : suddenly = efficient : efficiently -> ['efficient', 'suddenly', 'inefficient', 'energy-efficient', 'smarter']
sudden : suddenly = fortunate : fortunately -> ['fortunate', 'suddenly', 'mysteriously', 'overjoyed', 'elated']
sudden : suddenly = free : freely -> ['free', 'suddenly', 'freely', 'free-of-charge', 'mysteriously']
sudden : suddenly = furious : furiously -> ['furious', 'suddenly', 'enraged', 'infuriated', 'overjoyed']
sudden : suddenly = happy : happily -> ['happy', 'suddenly', 'overjoyed', 'glad', 'delighted']
sudden : suddenly = immediate : immediately -> ['immediate', 'suddenly', 'immediately', 'instantly', 'promptly']
sudden : suddenly = infrequent : infrequently -> ['infrequent', 'suddenly', 'infrequently', 'inexplicably', 'disoriented']
sudden : suddenly = lucky : luckily -> ['lucky', 'suddenly', 'mysteriously', 'overjoyed', 'broken-hearted']
sudden : suddenly = most : mostly -> ['most', 'suddenly', 'mysteriously', 'third-most', 'increasingly']
sudden : suddenly = obvious : obviously -> ['obvious', 'suddenly', 'mysteriously', 'inexplicably', 'evident']
