amazing : amazingly = apparent : apparently -> ['apparent', 'amazingly', 'apparently', 'exceedingly', 'obvious']
professional : professionally = free : freely -> ['free', 'non-drafted', 'professionally', 'gratis', 'freely']
professional : professionally = furious : furiously -> ['furious', 'furiously', 'distraught', 'enraged', 'humiliates']
professional : professionally = happy : happily -> ['happy', 'glad', 'thankful', 'pleased', 'happier']
professional : professionally = immediate : immediately -> ['immediate', 'urgent', 'indefinite', 'initial', 'unintended']
professional : professionally = infrequent : infrequently -> ['infrequent', 'infrequently', 'intermittently', 'sporadically', 'occasionally']
professional : professionally = lucky : luckily -> ['lucky', 'unlucky', 'fortunate', 'loved', 'happy']
professional : professionally = most : mostly -> ['most', 'second-most', 'professionally', 'third-most', 'particularly']
professional : professionally = obvious : obviously -> ['obvious', 'egregious', 'obviously', 'annoying', 'innapropriate']
professional : professionally = occasional : occasionally -> ['occasional', 'occasionally', 'sporadically', 'intermittently', 'infrequent']
professional : professionally = possible : possibly -> ['possible', 'practicable', 'humanly', 'feasible', 'insofar']
professional : professionally = precise : precisely -> ['precise', 'accurate', 'accurately', 'exact', 'precisely']
quick : quickly = quiet : quietly -> ['quiet', 'quickly', 'gradually', 'slowly', 'quietly']
quick : quickly = rapid : rapidly -> ['rapidly', 'quickly', 'rapid', 'slowly', 'gradually']
quick : quickly = rare : rarely -> ['rare', 'quickly', 'rarer', 'eventually', 'scarce']
quick : quickly = reluctant : reluctantly -> ['reluctant', 'quickly', 'hesitant', 'eventually', 'soon']
quick : quickly = safe : safely -> ['safe', 'quickly', 'safer', 'safely', 'gradually']
quick : quickly = serious : seriously -> ['serious', 'quickly', 'rapidly', 'gradually', 'swiftly']
quick : quickly = slow : slowly -> ['quickly', 'slowly', 'rapidly', 'gradually', 'swiftly']
quick : quickly = sudden : suddenly -> ['quickly', 'sudden', 'rapidly', 'gradually', 'slowly']
quick : quickly = swift : swiftly -> ['quickly', 'swift', 'swiftly', 'eventually', 'gradually']
quick : quickly = typical : typically -> ['typical', 'gradually', 'quickly', 'slowly', 'progressively']
quick : quickly = unfortunate : unfortunately -> ['unfortunate', 'quickly', 'unmanageable', 'eventually', 'soon']
quick : quickly = usual : usually -> ['usual', 'quickly', 'gradually', 'progressively', 'slowly']
quick : quickly = amazing : amazingly -> ['amazing', 'quickly', 'incredible', 'astonishing', 'unbelievable']
quick : quickly = apparent : apparently -> ['apparent', 'quickly', 'gradually', 'rapidly', 'evident']
quick : quickly = calm : calmly -> ['calm', 'quickly', 'slowly', 'calmed', 'swiftly']
quick : quickly = cheerful : cheerfully -> ['cheerful', 'quickly', 'sullen', 'slowly', 'self-assured']
quick : quickly = complete : completely -> ['complete', 'quickly', 'gradually', 'eventually', 'slowly']
quick : quickly = efficient : efficiently -> ['efficient', 'quickly', 'efficiently', 'rapidly', 'gradually']
quick : quickly = fortunate : fortunately -> ['fortunate', 'quickly', 'gradually', 'soon', 'eventually']
quick : quickly = free : freely -> ['free', 'quickly', 'eventually', 'gradually', 'subsequently']
quick : quickly = furious : furiously -> ['furious', 'quickly', 'enraged', 'infuriated', 'eventually']
quick : quickly = happy : happily -> ['happy', 'quickly', 'eventually', 'soon', 'gradually']
quick : quickly = immediate : immediately -> ['immediate', 'quickly', 'gradually', 'eventually', 'rapidly']
quick : quickly = infrequent : infrequently -> ['infrequent', 'quickly', 'gradually', 'rapidly', 'slowly']
quick : quickly = lucky : luckily -> ['lucky', 'quickly', 'soon', 'eventually', 'unlucky']
quick : quickly = most : mostly -> ['most', 'increasingly', 'quickly', 'gradually', 'second-most']
quick : quickly = obvious : obviously -> ['obvious', 'quickly', 'apparent', 'soon', 'unmanageable']
quick : quickly = occasional : occasionally -> ['occasional', 'quickly', 'gradually', 'occasionally', 'slowly']
quick : quickly = possible : possibly -> ['possible', 'quickly', 'rapidly', 'soon', 'gradually']
quick : quickly = precise : precisely -> ['quickly', 'precise', 'gradually', 'slowly', 'progressively']
quick : quickly = professional : professionally -> ['professional', 'quickly', 'semi-professional', 'gradually', 'eventually']
quiet : quietly = rapid : rapidly -> ['rapid', 'rapidly', 'quietly', 'slowly', 'quickly']
quiet : quietly = rare : rarely -> ['rare', 'quietly', 'rarely', 'rarer', 'promptly']
quiet : quietly = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unwilling', 'refused', 'reluctantly']
quiet : quietly = safe : safely -> ['safe', 'quietly', 'safely', 'safer', 'silently']
quiet : quietly = serious : seriously -> ['serious', 'quietly', 'severe', 'promptly', 'seriously']
quiet : quietly = slow : slowly -> ['slow', 'quietly', 'slowly', 'slowing', 'swiftly']
quiet : quietly = sudden : suddenly -> ['sudden', 'suddenly', 'quietly', 'abruptly', 'promptly']
quiet : quietly = swift : swiftly -> ['swift', 'quietly', 'swiftly', 'promptly', 'dickins']
quiet : quietly = typical : typically -> ['typical', 'quietly', 'usual', 'traditional', 'typically']
quiet : quietly = unfortunate : unfortunately -> ['unfortunate', 'inadvertently', 'quietly', 'embarrassing', 'ill-advised']
quiet : quietly = usual : usually -> ['usual', 'quietly', 'silently', 'altogether', 'blindly']
quiet : quietly = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'quietly', 'astounding']
quiet : quietly = apparent : apparently -> ['apparent', 'obvious', 'apparently', 'quietly', 'inexplicably']
quiet : quietly = calm : calmly -> ['quietly', 'calm', 'calmly', 'silently', 'promptly']
quiet : quietly = cheerful : cheerfully -> ['quietly', 'cheerful', 'silently', 'cheerfully', 'gleefully']
quiet : quietly = complete : completely -> ['complete', 'quietly', 'promptly', 'immediately', 're-do']
quiet : quietly = efficient : efficiently -> ['efficient', 'efficiently', 'cost-effectively', 'effectively', 'cost-effective']
quiet : quietly = fortunate : fortunately -> ['fortunate', 'quietly', 'forcefully', 'obliged', 'voluntarily']
quiet : quietly = free : freely -> ['free', 'promptly', 'freely', 'voluntarily', 'quietly']
quiet : quietly = furious : furiously -> ['furious', 'angrily', 'infuriated', 'enraged', 'furiously']
quiet : quietly = happy : happily -> ['happy', 'quietly', 'happily', 'glad', 'pleased']
quiet : quietly = immediate : immediately -> ['immediate', 'immediately', 'quietly', 'promptly', 'initial']
quiet : quietly = infrequent : infrequently -> ['infrequent', 'quietly', 'infrequently', 'sporadic', 'occasional']
quiet : quietly = lucky : luckily -> ['lucky', 'quietly', 'accidentally', 'promptly', 'finally']
quiet : quietly = most : mostly -> ['most', 'quietly', 'second-most', 'increasingly', 'all']
quiet : quietly = obvious : obviously -> ['obvious', 'anyway', 'danjel', 'blatantly', 'immediatly']
quiet : quietly = occasional : occasionally -> ['occasional', 'quietly', 'occasionally', 'sporadically', 'infrequent']
quiet : quietly = possible : possibly -> ['possible', 'expeditiously', 'immediatly', 'pre-emptively', 'anyway']
quiet : quietly = precise : precisely -> ['precise', 'quietly', 'accurately', 'correctly', 'accurate']
quiet : quietly = professional : professionally -> ['professional', 'professionally', 'semi-professional', 'quietly', 'amateur']
quiet : quietly = quick : quickly -> ['quick', 'quietly', 'quickly', 'promptly', 'swiftly']
rapid : rapidly = rare : rarely -> ['rare', 'rapidly', 'scarce', 'rarer', 'slowly']
rapid : rapidly = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unwilling', 'unable', 'anxious']
rapid : rapidly = safe : safely -> ['safe', 'safer', 'rapidly', 'slowly', 'gradually']
rapid : rapidly = serious : seriously -> ['serious', 'rapidly', 'quickly', 'slowly', 'gradually']
rapid : rapidly = slow : slowly -> ['rapidly', 'slowly', 'slow', 'quickly', 'gradually']
rapid : rapidly = sudden : suddenly -> ['rapidly', 'sudden', 'slowly', 'suddenly', 'gradually']
rapid : rapidly = swift : swiftly -> ['swift', 'rapidly', 'quickly', 'swiftly', 'slowly']
rapid : rapidly = typical : typically -> ['typical', 'rapidly', 'considerably', 'gradually', 'slowly']
rapid : rapidly = unfortunate : unfortunately -> ['unfortunate', 'rapidly', 'unsavoury', 'unmanageable', 'absurd']
rapid : rapidly = usual : usually -> ['usual', 'rapidly', 'gradually', 'progressively', 'considerably']
rapid : rapidly = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'rapidly', 'awesome']
rapid : rapidly = apparent : apparently -> ['apparent', 'rapidly', 'gradually', 'evident', 'quickly']
rapid : rapidly = calm : calmly -> ['calm', 'slowly', 'calmed', 'rapidly', 'gradually']
rapid : rapidly = cheerful : cheerfully -> ['cheerful', 'cheery', 'good-natured', 'kind-hearted', 'easy-going']
rapid : rapidly = complete : completely -> ['complete', 'rapidly', 'gradually', 'slowly', 'quickly']
rapid : rapidly = efficient : efficiently -> ['efficient', 'efficiently', 'rapidly', 'cost-effectively', 'slowly']
rapid : rapidly = fortunate : fortunately -> ['fortunate', 'rapidly', 'quickly', 'gradually', 'slowly']
rapid : rapidly = free : freely -> ['free', 'rapidly', 'freely', 'gradually', 'quickly']
rapid : rapidly = furious : furiously -> ['furious', 'enraged', 'quickly', 'infuriated', 'distraught']
rapid : rapidly = happy : happily -> ['happy', 'quickly', 'happier', 'slowly', 'delighted']
rapid : rapidly = immediate : immediately -> ['immediate', 'rapidly', 'gradually', 'quickly', 'steadily']
rapid : rapidly = infrequent : infrequently -> ['infrequent', 'rapidly', 'steadily', 'infrequently', 'progressively']
rapid : rapidly = lucky : luckily -> ['lucky', 'quickly', 'unlucky', 'rapidly', 'slowly']
rapid : rapidly = most : mostly -> ['most', 'increasingly', 'enormously', 'rapidly', 'immensely']
rapid : rapidly = obvious : obviously -> ['obvious', 'rapidly', 'obviously', 'quickly', 'absurd']
rapid : rapidly = occasional : occasionally -> ['occasional', 'rapidly', 'occasionally', 'gradually', 'steadily']
rapid : rapidly = possible : possibly -> ['possible', 'rapidly', 'quickly', 'slowly', 'practicable']
rapid : rapidly = precise : precisely -> ['precise', 'rapidly', 'slowly', 'gradually', 'progressively']
rapid : rapidly = professional : professionally -> ['professional', 'rapidly', 'semi-professional', 'professionally', 'gradually']
rapid : rapidly = quick : quickly -> ['quickly', 'rapidly', 'quick', 'slowly', 'swiftly']
rapid : rapidly = quiet : quietly -> ['quiet', 'quietly', 'slowly', 'rapidly', 'gradually']
rare : rarely = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unwilling', 'unable', 'willing']
rare : rarely = safe : safely -> ['safe', 'safer', 'rarely', 'seldom', 'generally']
rare : rarely = serious : seriously -> ['serious', 'rarely', 'seldom', 'frequently', 'never']
rare : rarely = slow : slowly -> ['slow', 'rarely', 'seldom', 'slowed', 'slowing']
rare : rarely = sudden : suddenly -> ['sudden', 'rarely', 'seldom', 'suddenly', 'abrupt']
rare : rarely = swift : swiftly -> ['swift', 'rarely', 'seldom', 'frequently', 'never']
rare : rarely = typical : typically -> ['typical', 'seldom', 'rarely', 'typically', 'often']
rare : rarely = unfortunate : unfortunately -> ['unfortunate', 'rarely', 'ironic', 'unpleasant', 'seldom']
rare : rarely = usual : usually -> ['usual', 'rarely', 'frequently', 'seldom', 'often']
rare : rarely = amazing : amazingly -> ['amazing', 'incredible', 'rarely', 'seldom', 'never']
rare : rarely = apparent : apparently -> ['apparent', 'rarely', 'actual', 'obvious', 'seldom']
rare : rarely = calm : calmly -> ['calm', 'rarely', 'calmed', 'seldom', 'calmly']
rare : rarely = cheerful : cheerfully -> ['cheerful', 'easy-going', 'demeanor', 'extroverted', 'good-natured']
rare : rarely = complete : completely -> ['complete', 'properly', 'rarely', 'never', 'usually']
rare : rarely = efficient : efficiently -> ['efficient', 'efficiently', 'cost-effective', 'effective', 'rarely']
rare : rarely = fortunate : fortunately -> ['fortunate', 'rarely', 'seldom', 'frequently', 'often']
rare : rarely = free : freely -> ['free', 'freely', 'rarely', 'regularly', 'often']
rare : rarely = furious : furiously -> ['furious', 'furiously', 'angrily', 'enraged', 'angry']
rare : rarely = happy : happily -> ['happy', 'rarely', 'happier', 'never', 'joyfully']
rare : rarely = immediate : immediately -> ['immediate', 'rarely', 'seldom', 'never', 'urgent']
rare : rarely = infrequent : infrequently -> ['infrequent', 'rarely', 'infrequently', 'seldom', 'occasionally']
rare : rarely = lucky : luckily -> ['lucky', 'rarely', 'seldom', 'never', 'unlucky']
rare : rarely = most : mostly -> ['most', 'rarely', 'seldom', 'frequently', 'often']
rare : rarely = obvious : obviously -> ['obvious', 'rarely', 'obviously', 'plainly', 'unambiguous']
rare : rarely = occasional : occasionally -> ['occasional', 'occasionally', 'rarely', 'regularly', 'frequently']
rare : rarely = possible : possibly -> ['possible', 'rarely', 'often', 'even', 'seldom']
rare : rarely = precise : precisely -> ['precise', 'accurately', 'rarely', 'precisely', 'seldom']
rare : rarely = professional : professionally -> ['professional', 'professionally', 'semi-professional', 'rarely', 'regularly']
rare : rarely = quick : quickly -> ['quick', 'rarely', 'seldom', 'often', 'slow']
rare : rarely = quiet : quietly -> ['quiet', 'seldom', 'rarely', 'calm', 'quietly']
rare : rarely = rapid : rapidly -> ['rapid', 'rarely', 'seldom', 'accelerating', 'frequently']
reluctant : reluctantly = safe : safely -> ['safe', 'reluctantly', 'safer', 'safely', 'shelter']
reluctant : reluctantly = serious : seriously -> ['serious', 'severe', 'debilitating', 'life-threatening', 'lingering']
reluctant : reluctantly = slow : slowly -> ['slow', 'slows', 'slowing', 'fast', 'slowed']
reluctant : reluctantly = sudden : suddenly -> ['sudden', 'untimely', 'despondency', 'unconsciousness', 'near-total']
reluctant : reluctantly = swift : swiftly -> ['swift', 'taylor', 'reluctantly', 'sanderson', 'creedy']
reluctant : reluctantly = typical : typically -> ['typical', 'traditional', 'usual', 'characteristic', 'sumptuous']
reluctant : reluctantly = unfortunate : unfortunately -> ['unfortunate', 'unexpected', 'reluctantly', 'tragic', 'unexplainable']
reluctant : reluctantly = usual : usually -> ['usual', 'reluctantly', 'normal', 'resuming', 'above-mentioned']
reluctant : reluctantly = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'awesome', 'unbelievable']
reluctant : reluctantly = apparent : apparently -> ['apparent', 'obvious', 'abdication', 'reluctantly', 'absolute']
reluctant : reluctantly = calm : calmly -> ['calm', 'calms', 'reluctantly', 'calmed', 'calmness']
reluctant : reluctantly = cheerful : cheerfully -> ['cheerful', 'cheery', 'carefree', 'good-natured', 'demeanor']
reluctant : reluctantly = complete : completely -> ['complete', 'completes', 'near-complete', 'partial', 'reluctantly']
reluctant : reluctantly = efficient : efficiently -> ['efficient', 'cost-effective', 'expeditious', 'energy-efficient', 'effective']
reluctant : reluctantly = fortunate : fortunately -> ['fortunate', 'reluctantly', 'willingly', 'helenus', 'unwillingly']
reluctant : reluctantly = free : freely -> ['free', 'reluctantly', 'non-drafted', 'unrestricted', 'webhosting']
reluctant : reluctantly = furious : furiously -> ['furious', 'reluctantly', 'angrily', 'relents', 'enraged']
reluctant : reluctantly = happy : happily -> ['happy', 'reluctantly', 'happily', 'joyfully', 'tearfully']
reluctant : reluctantly = immediate : immediately -> ['immediate', 'reluctantly', 'reinstatement', 'unexpected', 'immediately']
reluctant : reluctantly = infrequent : infrequently -> ['infrequent', 'occasional', 'infrequently', 'sporadic', 'intermittent']
reluctant : reluctantly = lucky : luckily -> ['lucky', 'reluctantly', 'prancer', 'kidnaps', 'millinder']
reluctant : reluctantly = most : mostly -> ['most', 'second-most', 'third-most', 'reluctantly', 'finest']
reluctant : reluctantly = obvious : obviously -> ['obvious', 'apparent', 'apparant', 'undisputable', 'inapropriate']
reluctant : reluctantly = occasional : occasionally -> ['occasional', 'occasionally', 'infrequent', 'impromptu', 'reluctantly']
reluctant : reluctantly = possible : possibly -> ['possible', 'practicable', 'conceivable', 'reluctantly', 'disappears']
reluctant : reluctantly = precise : precisely -> ['precise', 'exact', 'detailed', 'accurate', 'exactness']
reluctant : reluctantly = professional : professionally -> ['professional', 'semi-professional', 'professionally', 'reluctantly', 'amateur']
reluctant : reluctantly = quick : quickly -> ['quick', 'reluctantly', 'cursory', 'tineye', 'well-timed']
reluctant : reluctantly = quiet : quietly -> ['quiet', 'quietly', 'calm', 'reluctantly', 'tranquil']
reluctant : reluctantly = rapid : rapidly -> ['rapid', 'gradual', 'interborough', 'spurt', 'suburbanization']
reluctant : reluctantly = rare : rarely -> ['rare', 'rarest', 'reluctantly', 'uncommon', 'disease-free']
safe : safely = serious : seriously -> ['serious', 'severe', 'safely', 'niggling', 'life-threatening']
safe : safely = slow : slowly -> ['slow', 'safely', 'slowed', 'fast', 'swiftly']
safe : safely = sudden : suddenly -> ['sudden', 'safely', 'despondency', 'suddenly', 'convulsions']
safe : safely = swift : swiftly -> ['swift', 'safely', 'trever', 'swiftly', 'taplin']
safe : safely = typical : typically -> ['typical', 'safely', 'characteristic', 'moderate-sized', 'reminiscent']
safe : safely = unfortunate : unfortunately -> ['unfortunate', 'unexplainable', 'safely', 'unforeseen', 'unforeseeable']
safe : safely = usual : usually -> ['usual', 'safely', 'calmly', 'swiftly', 'quickly']
safe : safely = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'astounding', 'safely']
safe : safely = apparent : apparently -> ['apparent', 'safely', 'unexplainable', 'obvious', 'quickly']
safe : safely = calm : calmly -> ['calm', 'safely', 'calmly', 'calmed', 'calms']
safe : safely = cheerful : cheerfully -> ['cheerful', 'childlike', 'safely', 'cheery', 'demeanor']
safe : safely = complete : completely -> ['complete', 'safely', 'completed', 'completes', 'off-load']
safe : safely = efficient : efficiently -> ['efficiently', 'safely', 'efficient', 'cost-effectively', 'easily']
safe : safely = fortunate : fortunately -> ['fortunate', 'safely', 'unlucky', 'unhurt', 'quickly']
safe : safely = free : freely -> ['free', 'safely', 'freely', 'promptly', 'non-drafted']
safe : safely = furious : furiously -> ['furious', 'enraged', 'infuriated', 'distraught', 'promptly']
safe : safely = happy : happily -> ['happy', 'safely', 'glad', 'delighted', 'thrilled']
safe : safely = immediate : immediately -> ['immediate', 'safely', 'promptly', 'immediately', 'appreciable']
safe : safely = infrequent : infrequently -> ['infrequent', 'safely', 'infrequently', 'occasional', 'occasionally']
safe : safely = lucky : luckily -> ['lucky', 'safely', 'unlucky', 'quickly', 'glad']
safe : safely = most : mostly -> ['most', 'safely', 'second-most', 'heaviest', 'finest']
safe : safely = obvious : obviously -> ['obvious', 'safely', 'apparent', 'apparant', 'blatant']
safe : safely = occasional : occasionally -> ['occasional', 'occasionally', 'safely', 'infrequent', 'occassional']
safe : safely = possible : possibly -> ['possible', 'safely', 'expeditiously', 'possibly', 'easily']
safe : safely = precise : precisely -> ['precise', 'safely', 'accurately', 'exact', 'calculations']
safe : safely = professional : professionally -> ['professional', 'safely', 'semi-professional', 'player', 'amateur']
safe : safely = quick : quickly -> ['quick', 'safely', 'quickly', 'swiftly', 'slow']
safe : safely = quiet : quietly -> ['quiet', 'safely', 'calm', 'quietly', 'gentle']
safe : safely = rapid : rapidly -> ['rapid', 'safely', 'quickly', 'rapidly', 'slow']
safe : safely = rare : rarely -> ['rare', 'safely', 'rarer', 'rarely', 'rarest']
safe : safely = reluctant : reluctantly -> ['reluctant', 'unwilling', 'hesitant', 'refused', 'unable']
serious : seriously = slow : slowly -> ['slow', 'seriously', 'fast', 'slowed', 'slowing']
serious : seriously = sudden : suddenly -> ['sudden', 'seriously', 'gravely', 'severely', 'suddenly']
serious : seriously = swift : swiftly -> ['swift', 'seriously', 'hedley', 'taylor', 'gravely']
serious : seriously = typical : typically -> ['typical', 'seriously', 'markedly', 'reminiscent', 'slightly']
serious : seriously = unfortunate : unfortunately -> ['unfortunate', 'seriously', 'gravely', 'unwise', 'severely']
serious : seriously = usual : usually -> ['usual', 'seriously', 'slightly', 'severely', 'considerably']
serious : seriously = amazing : amazingly -> ['amazing', 'astonishing', 'incredible', 'seriously', 'awesome']
serious : seriously = apparent : apparently -> ['apparent', 'seriously', 'gravely', 'severely', 'evident']
serious : seriously = calm : calmly -> ['calm', 'seriously', 'considerate', 'calmed', 'cool']
serious : seriously = cheerful : cheerfully -> ['cheerful', 'carefree', 'easygoing', 'talkative', 'kind-hearted']
serious : seriously = complete : completely -> ['complete', 'seriously', 'completed', 'severely', 'badly']
serious : seriously = efficient : efficiently -> ['efficient', 'inefficient', 'seriously', 'cost-effective', 'effective']
serious : seriously = fortunate : fortunately -> ['fortunate', 'seriously', 'gravely', 'grievously', 'severely']
serious : seriously = free : freely -> ['free', 'seriously', 'gratis', 'freely', 'non-drafted']
serious : seriously = furious : furiously -> ['furious', 'enraged', 'infuriated', 'angry', 'disgusted']
serious : seriously = happy : happily -> ['happy', 'seriously', 'thankful', 'pleased', 'glad']
serious : seriously = immediate : immediately -> ['immediate', 'seriously', 'severely', 'gravely', 'unconditional']
serious : seriously = infrequent : infrequently -> ['infrequent', 'seriously', 'severely', 'infrequently', 'gravely']
serious : seriously = lucky : luckily -> ['lucky', 'seriously', 'unlucky', 'surprised', 'gravely']
serious : seriously = most : mostly -> ['most', 'seriously', 'enormously', 'immensely', 'second-most']
serious : seriously = obvious : obviously -> ['obvious', 'seriously', 'obviously', 'unwise', 'plainly']
serious : seriously = occasional : occasionally -> ['occasional', 'seriously', 'occasionally', 'infrequent', 'severely']
serious : seriously = possible : possibly -> ['possible', 'seriously', 'practicable', 'feasible', 'impractical']
serious : seriously = precise : precisely -> ['precise', 'seriously', 'accurate', 'imprecise', 'accurately']
serious : seriously = professional : professionally -> ['professional', 'seriously', 'professionally', 'semi-professional', 'amateur']
serious : seriously = quick : quickly -> ['quick', 'seriously', 'slow', 'fast', 'evasive']
serious : seriously = quiet : quietly -> ['quiet', 'seriously', 'calm', 'cheerful', 'easygoing']
serious : seriously = rapid : rapidly -> ['rapid', 'seriously', 'accelerated', 'severely', 'interborough']
serious : seriously = rare : rarely -> ['rare', 'seriously', 'gravely', 'severely', 'uncommon']
serious : seriously = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unwilling', 'seriously', 'tempted']
serious : seriously = safe : safely -> ['safe', 'seriously', 'safer', 'gravely', 'safely']
slow : slowly = sudden : suddenly -> ['sudden', 'slowly', 'gradually', 'suddenly', 'despondency']
slow : slowly = swift : swiftly -> ['swift', 'slowly', 'gradually', 'taylor', 'quickly']
slow : slowly = typical : typically -> ['typical', 'slowly', 'gradually', 'traditional', 'characteristic']
slow : slowly = unfortunate : unfortunately -> ['unfortunate', 'slowly', 'inescapable', 'gradually', 'intolerable']
slow : slowly = usual : usually -> ['usual', 'slowly', 'gradually', 'progressively', 'steadily']
slow : slowly = amazing : amazingly -> ['amazing', 'incredible', 'astonishing', 'slowly', 'awesome']
slow : slowly = apparent : apparently -> ['apparent', 'gradually', 'slowly', 'evident', 'rapidly']
slow : slowly = calm : calmly -> ['calm', 'slowly', 'gradually', 'quietly', 'calmed']
slow : slowly = cheerful : cheerfully -> ['cheerful', 'slowly', 'cheery', 'kind-hearted', 'self-assured']
slow : slowly = complete : completely -> ['complete', 'slowly', 'gradually', 'fully', 'progressively']
slow : slowly = efficient : efficiently -> ['efficient', 'slowly', 'efficiently', 'cost-effectively', 'cost-effective']
slow : slowly = fortunate : fortunately -> ['fortunate', 'slowly', 'gradually', 'quickly', 'grieved']
slow : slowly = free : freely -> ['free', 'slowly', 'gradually', 'freely', 'rapidly']
slow : slowly = furious : furiously -> ['furious', 'enraged', 'slowly', 'distraught', 'infuriated']
slow : slowly = happy : happily -> ['happy', 'slowly', 'happily', 'happier', 'joyfully']
slow : slowly = immediate : immediately -> ['immediate', 'gradually', 'slowly', 'rapidly', 'inexorably']
slow : slowly = infrequent : infrequently -> ['infrequent', 'slowly', 'gradually', 'sporadic', 'infrequently']
slow : slowly = lucky : luckily -> ['lucky', 'slowly', 'quickly', 'gradually', 'womp']
slow : slowly = most : mostly -> ['most', 'second-most', 'gradually', 'increasingly', 'more']
slow : slowly = obvious : obviously -> ['obvious', 'apparent', 'slowly', 'evident', 'surely']
slow : slowly = occasional : occasionally -> ['occasional', 'slowly', 'gradually', 'occasionally', 'steadily']
slow : slowly = possible : possibly -> ['possible', 'slowly', 'practicable', 'gradually', 'rapidly']
slow : slowly = precise : precisely -> ['precise', 'slowly', 'gradually', 'accurate', 'progressively']
slow : slowly = professional : professionally -> ['professional', 'semi-professional', 'professionally', 'gradually', 'slowly']
slow : slowly = quick : quickly -> ['slowly', 'quickly', 'quick', 'gradually', 'rapidly']
slow : slowly = quiet : quietly -> ['quiet', 'slowly', 'quietly', 'gradually', 'tranquil']
slow : slowly = rapid : rapidly -> ['slowly', 'rapid', 'rapidly', 'gradually', 'steadily']
slow : slowly = rare : rarely -> ['rare', 'slowly', 'rarer', 'gradually', 'scarce']
slow : slowly = reluctant : reluctantly -> ['reluctant', 'hesitant', 'slowly', 'reluctantly', 'refuses']
slow : slowly = safe : safely -> ['safe', 'safer', 'slowly', 'gradually', 'healthier']
slow : slowly = serious : seriously -> ['serious', 'slowly', 'severe', 'gradually', 'rapidly']
sudden : suddenly = swift : swiftly -> ['swift', 'suddenly', 'medwin', 'bigham', 'taylor']
sudden : suddenly = typical : typically -> ['typical', 'suddenly', 'old-fashioned', 'plainer', 'non-descript']
sudden : suddenly = unfortunate : unfortunately -> ['unfortunate', 'suddenly', 'sadly', 'angry', 'inebriated']
sudden : suddenly = usual : usually -> ['usual', 'suddenly', 'cuter', 'same', 'cleverer']
sudden : suddenly = amazing : amazingly -> ['amazing', 'awesome', 'suddenly', 'incredible', 'unbelievable']
sudden : suddenly = apparent : apparently -> ['apparent', 'suddenly', 'obvious', 'apparently', 'mysteriously']
sudden : suddenly = calm : calmly -> ['calm', 'suddenly', 'calms', 'quietly', 'calmly']
sudden : suddenly = cheerful : cheerfully -> ['cheerful', 'kind-hearted', 'easy-going', 'talkative', 'cheery']
sudden : suddenly = complete : completely -> ['complete', 'suddenly', 'completely', 'again', 'finally']
sudden : suddenly = efficient : efficiently -> ['efficient', 'inefficient', 'cost-effective', 'effective', 'efficiently']
sudden : suddenly = fortunate : fortunately -> ['fortunate', 'unlucky', 'suddenly', 'lucky', 'evidently']
sudden : suddenly = free : freely -> ['free', 'suddenly', 'gratis', 'webhosting', 'redistributable']
sudden : suddenly = furious : furiously -> ['furious', 'suddenly', 'angry', 'enraged', 'distraught']
sudden : suddenly = happy : happily -> ['happy', 'suddenly', 'happier', 'glad', 'happily']
sudden : suddenly = immediate : immediately -> ['immediate', 'suddenly', 'immediately', 'unexpectedly', 'urgent']
sudden : suddenly = infrequent : infrequently -> ['infrequent', 'infrequently', 'suddenly', 'exceedingly', 'inebriated']
sudden : suddenly = lucky : luckily -> ['lucky', 'suddenly', 'unlucky', 'bored', 'annoyed']
sudden : suddenly = most : mostly -> ['most', 'increasingly', 'suddenly', 'richest', 'immensely']
sudden : suddenly = obvious : obviously -> ['obvious', 'suddenly', 'anyway', 'obviously', 'innapropriate']
sudden : suddenly = occasional : occasionally -> ['occasional', 'occasionally', 'suddenly', 'regularly', 'occassional']
sudden : suddenly = possible : possibly -> ['possible', 'suddenly', 'anyway', 'so', 'obvious']
sudden : suddenly = precise : precisely -> ['precise', 'exact', 'accurate', 'suddenly', 'precisely']
sudden : suddenly = professional : professionally -> ['professional', 'suddenly', 'professionally', 'semi-professional', 'amateur']
sudden : suddenly = quick : quickly -> ['quick', 'suddenly', 'quickly', 'dogpile', 'unexpectedly']
sudden : suddenly = quiet : quietly -> ['quiet', 'quietly', 'suddenly', 'calm', 'cheerful']
sudden : suddenly = rapid : rapidly -> ['suddenly', 'rapid', 'rapidly', 'quickly', 'slowly']
sudden : suddenly = rare : rarely -> ['rare', 'rarer', 'suddenly', 'scarce', 'rarely']
sudden : suddenly = reluctant : reluctantly -> ['reluctant', 'hesitant', 'unwilling', 'refuses', 'willing']
sudden : suddenly = safe : safely -> ['safe', 'safer', 'suddenly', 'quietly', 'unsafe']
sudden : suddenly = serious : seriously -> ['serious', 'suddenly', 'seriously', 'apparently', 'sadly']
